MUNICIPALITY,REGION,TENDER,YEAR,TYPE
MUN_27,NORTE,BID_99385,2018,ASSETS
MUN_80,JAGUARIBE,BID_32548,2017,ASSETS
MUN_7,NOROESTE,BID_31610,2017,ASSETS
MUN_54,METROPOLITANA,BID_100010b,2016,ASSETS
MUN_176,NOROESTE,BID_4769,2015,ASSETS
MUN_80,JAGUARIBE,BID_9524,2015,ASSETS
MUN_17,NORTE,BID_124080,2015,ASSETS
MUN_157,NORTE,BID_131255,2015,ASSETS
MUN_43,METROPOLITANA,BID_114802,2018,ASSETS
MUN_179,NOROESTE,BID_39727,2018,ASSETS
MUN_52,SERTAO,BID_121246,2016,ASSETS
MUN_52,SERTAO,BID_121248,2016,ASSETS
MUN_7,NOROESTE,BID_122466,2019,ASSETS
MUN_52,SERTAO,BID_17594,2016,ASSETS
MUN_52,SERTAO,BID_17613,2016,ASSETS
MUN_52,SERTAO,BID_30028,2017,ASSETS
MUN_52,SERTAO,BID_30029,2017,ASSETS
MUN_52,SERTAO,BID_30044,2017,ASSETS
MUN_52,SERTAO,BID_42208,2018,ASSETS
MUN_52,SERTAO,BID_52337,2019,ASSETS
MUN_52,SERTAO,BID_52342,2019,ASSETS
MUN_15,NORTE,BID_2970,2015,ASSETS
MUN_52,SERTAO,BID_7625,2015,ASSETS
MUN_52,SERTAO,BID_7617,2015,ASSETS
MUN_52,SERTAO,BID_7621,2015,ASSETS
MUN_52,SERTAO,BID_132446,2015,ASSETS
MUN_52,SERTAO,BID_132451,2015,ASSETS
MUN_137,SERTAO,BID_12665,2016,ASSETS
MUN_137,SERTAO,BID_23617,2017,ASSETS
MUN_137,SERTAO,BID_2104,2015,ASSETS
MUN_27,NORTE,BID_99383,2018,ASSETS
MUN_176,NOROESTE,BID_101965,2018,ASSETS
MUN_176,NOROESTE,BID_101959b,2019,ASSETS
MUN_176,NOROESTE,BID_15031,2016,ASSETS
MUN_176,NOROESTE,BID_101921,2017,ASSETS
MUN_70,NOROESTE,BID_8809,2015,ASSETS
MUN_176,NOROESTE,BID_15041,2016,ASSETS
MUN_80,JAGUARIBE,BID_9528,2015,ASSETS
MUN_60,NOROESTE,BID_129522,2015,ASSETS
MUN_52,SERTAO,BID_121264,2019,ASSETS
MUN_54,METROPOLITANA,BID_116142,2016,ASSETS
MUN_40,NOROESTE,BID_28913,2017,ASSETS
MUN_7,NOROESTE,BID_131900,2015,ASSETS
MUN_13,METROPOLITANA,BID_103380,2016,ASSETS
MUN_182,SERTAO,BID_15367,2016,ASSETS
MUN_19,SUL,BID_107652,2018,ASSETS
MUN_176,NOROESTE,BID_4759,2015,ASSETS
MUN_57,METROPOLITANA,BID_128121,2015,ASSETS
MUN_57,METROPOLITANA,BID_99387,2016,ASSETS
MUN_52,SERTAO,BID_121249,2016,ASSETS
MUN_52,SERTAO,BID_121255,2017,ASSETS
MUN_176,NOROESTE,BID_15034,2016,ASSETS
MUN_52,SERTAO,BID_17608,2016,ASSETS
MUN_52,SERTAO,BID_30032,2017,ASSETS
MUN_52,SERTAO,BID_42207,2018,ASSETS
MUN_52,SERTAO,BID_42209,2018,ASSETS
MUN_52,SERTAO,BID_52336,2019,ASSETS
MUN_52,SERTAO,BID_52338,2019,ASSETS
MUN_52,SERTAO,BID_7609,2015,ASSETS
MUN_54,METROPOLITANA,BID_109149,2017,ASSETS
MUN_7,NOROESTE,BID_8763,2015,ASSETS
MUN_28,NORTE,BID_132202,2015,ASSETS
MUN_27,NORTE,BID_101057b,2018,ASSETS
MUN_149,NOROESTE,BID_109591,2018,ASSETS
MUN_7,NOROESTE,BID_105814,2018,ASSETS
MUN_7,NOROESTE,BID_43662,2018,ASSETS
MUN_179,NOROESTE,BID_128016,2015,ASSETS
MUN_80,JAGUARIBE,BID_9539,2015,ASSETS
MUN_51,NOROESTE,BID_102844b,2018,ASSETS
MUN_7,NOROESTE,BID_131892,2015,ASSETS
MUN_7,NOROESTE,BID_18788,2016,ASSETS
MUN_23,SUL,BID_124056,2015,ASSETS
MUN_157,NORTE,BID_13774,2016,ASSETS
MUN_157,NORTE,BID_127908,2015,ASSETS
MUN_157,NORTE,BID_110033,2018,ASSETS
MUN_80,JAGUARIBE,BID_19522,2016,ASSETS
MUN_80,JAGUARIBE,BID_32588,2017,ASSETS
MUN_80,JAGUARIBE,BID_54137,2019,ASSETS
MUN_157,NORTE,BID_105716,2017,ASSETS
MUN_7,NOROESTE,BID_18791,2016,ASSETS
MUN_43,METROPOLITANA,BID_114801,2018,ASSETS
MUN_91,JAGUARIBE,BID_10269,2015,ASSETS
MUN_19,SUL,BID_40112,2018,ASSETS
MUN_7,NOROESTE,BID_122475,2016,ASSETS
MUN_15,NORTE,BID_13437,2016,ASSETS
MUN_15,NORTE,BID_13442,2016,ASSETS
MUN_40,NOROESTE,BID_16686,2016,ASSETS
MUN_15,NORTE,BID_24636,2017,ASSETS
MUN_15,NORTE,BID_24639,2017,ASSETS
MUN_97,JAGUARIBE,BID_34146,2017,ASSETS
MUN_97,JAGUARIBE,BID_45803,2018,ASSETS
MUN_15,NORTE,BID_48655,2019,ASSETS
MUN_97,JAGUARIBE,BID_55232,2019,ASSETS
MUN_7,NOROESTE,BID_8757,2015,ASSETS
MUN_15,NORTE,BID_2963,2015,ASSETS
MUN_97,JAGUARIBE,BID_10681,2015,ASSETS
MUN_7,NOROESTE,BID_131899,2015,ASSETS
MUN_137,SERTAO,BID_36842,2018,ASSETS
MUN_84,NORTE,BID_108879,2018,ASSETS
MUN_46,NORTE,BID_6929,2015,ASSETS
MUN_43,METROPOLITANA,BID_129411,2015,ASSETS
MUN_28,NORTE,BID_27922,2017,ASSETS
MUN_24,NORTE,BID_56155,2019,ASSETS
MUN_28,NORTE,BID_120485,2018,ASSETS
MUN_145,CENTRO SUL,BID_2553,2015,ASSETS
MUN_7,NOROESTE,BID_131893,2015,ASSETS
MUN_61,NOROESTE,BID_8302,2015,ASSETS
MUN_54,METROPOLITANA,BID_124032,2015,ASSETS
MUN_107,SERTAO,BID_55430,2015,ASSETS
MUN_27,NORTE,BID_101018b,2019,ASSETS
MUN_44,CENTRO SUL,BID_41612,2018,ASSETS
MUN_124,NORTE,BID_22591,2017,ASSETS
MUN_13,METROPOLITANA,BID_100995,2019,ASSETS
MUN_128,NORTE,BID_1631,2015,ASSETS
MUN_15,NORTE,BID_119157,2018,ASSETS
MUN_157,NORTE,BID_124225,2015,ASSETS
MUN_57,METROPOLITANA,BID_98504,2017,ASSETS
MUN_66,NORTE,BID_103589b,2017,ASSETS
MUN_95,CENTRO SUL,BID_55082,2019,ASSETS
MUN_4,NOROESTE,BID_101757b,2018,ASSETS
MUN_95,CENTRO SUL,BID_20461,2016,ASSETS
MUN_95,CENTRO SUL,BID_10558,2015,ASSETS
MUN_28,NORTE,BID_5820,2015,ASSETS
MUN_182,SERTAO,BID_5055,2015,ASSETS
MUN_7,NOROESTE,BID_131896,2015,ASSETS
MUN_110,NOROESTE,BID_21488,2017,ASSETS
MUN_19,SUL,BID_40118,2018,ASSETS
MUN_54,METROPOLITANA,BID_100122b,2018,ASSETS
MUN_176,NOROESTE,BID_101967,2018,ASSETS
MUN_7,NOROESTE,BID_31603,2017,ASSETS
MUN_7,NOROESTE,BID_31605,2017,ASSETS
MUN_7,NOROESTE,BID_123757,2017,ASSETS
MUN_176,NOROESTE,BID_4753,2015,ASSETS
MUN_40,NOROESTE,BID_28922,2017,ASSETS
MUN_54,METROPOLITANA,BID_127692,2015,ASSETS
MUN_44,CENTRO SUL,BID_51842,2019,ASSETS
MUN_97,JAGUARIBE,BID_133456,2015,ASSETS
MUN_57,METROPOLITANA,BID_102312b,2018,ASSETS
MUN_44,CENTRO SUL,BID_6822,2015,ASSETS
MUN_149,NOROESTE,BID_109593,2018,ASSETS
MUN_149,NOROESTE,BID_103518,2019,ASSETS
MUN_95,CENTRO SUL,BID_10557,2015,ASSETS
MUN_54,METROPOLITANA,BID_127712,2015,ASSETS
MUN_169,NOROESTE,BID_102127,2018,ASSETS
MUN_97,JAGUARIBE,BID_129432,2016,ASSETS
MUN_84,NORTE,BID_102313b,2019,ASSETS
MUN_7,NOROESTE,BID_31577,2017,ASSETS
MUN_37,NOROESTE,BID_41086,2018,ASSETS
MUN_66,NORTE,BID_122388,2017,ASSETS
MUN_176,NOROESTE,BID_102045,2019,ASSETS
MUN_7,NOROESTE,BID_122470,2018,ASSETS
MUN_28,NORTE,BID_15962,2016,ASSETS
MUN_95,CENTRO SUL,BID_20466,2016,ASSETS
MUN_7,NOROESTE,BID_43652,2018,ASSETS
MUN_7,NOROESTE,BID_53498,2019,ASSETS
MUN_7,NOROESTE,BID_53502,2019,ASSETS
MUN_7,NOROESTE,BID_8751,2015,ASSETS
MUN_114,NOROESTE,BID_909,2015,ASSETS
MUN_7,NOROESTE,BID_122468,2018,ASSETS
MUN_7,NOROESTE,BID_122469,2019,ASSETS
MUN_40,NOROESTE,BID_41314,2018,ASSETS
MUN_40,NOROESTE,BID_51649,2019,ASSETS
MUN_44,CENTRO SUL,BID_102785,2019,ASSETS
MUN_184,METROPOLITANA,BID_105802,2018,ASSETS
MUN_7,NOROESTE,BID_122476,2016,ASSETS
MUN_15,NORTE,BID_131993,2015,ASSETS
MUN_13,METROPOLITANA,BID_127711,2015,ASSETS
MUN_145,CENTRO SUL,BID_2539,2015,ASSETS
MUN_43,METROPOLITANA,BID_114376,2019,ASSETS
MUN_98,SERTAO,BID_103929b,2016,ASSETS
MUN_44,CENTRO SUL,BID_17033,2016,ASSETS
MUN_44,CENTRO SUL,BID_29343,2017,ASSETS
MUN_128,NORTE,BID_127285,2015,ASSETS
MUN_61,NOROESTE,BID_56562,2015,ASSETS
MUN_54,METROPOLITANA,BID_104908,2017,ASSETS
MUN_12,NORTE,BID_117995,2018,ASSETS
MUN_51,NOROESTE,BID_29968,2017,ASSETS
MUN_28,NORTE,BID_27949,2017,ASSETS
MUN_145,CENTRO SUL,BID_13061,2016,ASSETS
MUN_149,NOROESTE,BID_108839,2019,ASSETS
MUN_70,NOROESTE,BID_101670b,2016,ASSETS
MUN_131,NORTE,BID_1850,2015,ASSETS
MUN_78,NOROESTE,BID_106825,2016,ASSETS
MUN_4,NOROESTE,BID_120945,2017,ASSETS
MUN_12,NORTE,BID_35623,2018,ASSETS
MUN_97,JAGUARIBE,BID_45817,2018,ASSETS
MUN_97,JAGUARIBE,BID_55231,2019,ASSETS
MUN_75,SERTAO,BID_103917b,2019,ASSETS
MUN_28,NORTE,BID_51009,2019,ASSETS
MUN_157,NORTE,BID_116090,2016,ASSETS
MUN_57,METROPOLITANA,BID_99398,2016,ASSETS
MUN_182,SERTAO,BID_39883,2018,ASSETS
MUN_182,SERTAO,BID_102174b,2019,ASSETS
MUN_43,METROPOLITANA,BID_116226,2018,ASSETS
MUN_95,CENTRO SUL,BID_10541,2015,ASSETS
MUN_44,CENTRO SUL,BID_41595,2018,ASSETS
MUN_176,NOROESTE,BID_15033,2016,ASSETS
MUN_116,NORTE,BID_21881,2017,ASSETS
MUN_20,SUL,BID_5368,2015,ASSETS
MUN_21,CENTRO SUL,BID_5409,2015,ASSETS
MUN_70,NOROESTE,BID_8856,2015,ASSETS
MUN_17,NORTE,BID_125185,2015,ASSETS
MUN_182,SERTAO,BID_125205,2015,ASSETS
MUN_69,SERTAO,BID_125192,2015,ASSETS
MUN_121,CENTRO SUL,BID_1254,2015,ASSETS
MUN_75,SERTAO,BID_103923b,2019,ASSETS
MUN_98,SERTAO,BID_20610,2016,ASSETS
MUN_157,NORTE,BID_124233,2015,ASSETS
MUN_88,JAGUARIBE,BID_130040,2015,ASSETS
MUN_91,JAGUARIBE,BID_20153,2016,ASSETS
MUN_57,METROPOLITANA,BID_108412,2017,ASSETS
MUN_28,NORTE,BID_120486,2018,ASSETS
MUN_86,NOROESTE,BID_10034,2015,ASSETS
MUN_18,SERTAO,BID_100644b,2018,ASSETS
MUN_122,METROPOLITANA,BID_12013,2016,ASSETS
MUN_80,JAGUARIBE,BID_9516,2015,ASSETS
MUN_57,METROPOLITANA,BID_106371,2017,ASSETS
MUN_27,NORTE,BID_5776,2015,ASSETS
MUN_104,SUL,BID_325,2015,ASSETS
MUN_113,JAGUARIBE,BID_861,2015,ASSETS
MUN_3,NORTE,BID_40637,2018,ASSETS
MUN_132,SERTAO,BID_36640,2018,ASSETS
MUN_123,METROPOLITANA,BID_130981,2016,ASSETS
MUN_3,NORTE,BID_51074,2019,ASSETS
MUN_174,NORTE,BID_4652,2015,ASSETS
MUN_40,NOROESTE,BID_127119,2015,ASSETS
MUN_54,METROPOLITANA,BID_127695,2015,ASSETS
MUN_23,SUL,BID_120360,2016,ASSETS
MUN_54,METROPOLITANA,BID_121364,2019,ASSETS
MUN_54,METROPOLITANA,BID_121366,2019,ASSETS
MUN_54,METROPOLITANA,BID_121370,2019,ASSETS
MUN_54,METROPOLITANA,BID_124023,2015,ASSETS
MUN_101,NOROESTE,BID_20947,2017,ASSETS
MUN_101,NOROESTE,BID_34583,2018,ASSETS
MUN_27,NORTE,BID_101012b,2018,ASSETS
MUN_40,NOROESTE,BID_120991,2019,ASSETS
MUN_7,NOROESTE,BID_122465,2019,ASSETS
MUN_7,NOROESTE,BID_18792,2016,ASSETS
MUN_7,NOROESTE,BID_18793,2016,ASSETS
MUN_95,CENTRO SUL,BID_20465,2016,ASSETS
MUN_95,CENTRO SUL,BID_33850,2017,ASSETS
MUN_95,CENTRO SUL,BID_33852,2017,ASSETS
MUN_95,CENTRO SUL,BID_33854,2017,ASSETS
MUN_158,JAGUARIBE,BID_38290,2018,ASSETS
MUN_7,NOROESTE,BID_43649,2018,ASSETS
MUN_95,CENTRO SUL,BID_45562,2018,ASSETS
MUN_95,CENTRO SUL,BID_45592,2018,ASSETS
MUN_95,CENTRO SUL,BID_55083,2019,ASSETS
MUN_95,CENTRO SUL,BID_55096,2019,ASSETS
MUN_15,NORTE,BID_2942,2015,ASSETS
MUN_40,NOROESTE,BID_6514,2015,ASSETS
MUN_95,CENTRO SUL,BID_45574b,2018,ASSETS
MUN_96,CENTRO SUL,BID_34077,2017,ASSETS
MUN_7,NOROESTE,BID_131894,2015,ASSETS
MUN_7,NOROESTE,BID_122497,2017,ASSETS
MUN_53,JAGUARIBE,BID_30149,2017,ASSETS
MUN_54,METROPOLITANA,BID_104892,2017,ASSETS
MUN_74,CENTRO SUL,BID_32042,2017,ASSETS
MUN_7,NOROESTE,BID_131895,2015,ASSETS
MUN_7,NOROESTE,BID_122460,2016,ASSETS
MUN_57,METROPOLITANA,BID_126514,2017,ASSETS
MUN_149,NOROESTE,BID_24516,2017,ASSETS
MUN_54,METROPOLITANA,BID_104909,2018,ASSETS
MUN_98,SERTAO,BID_20631,2016,ASSETS
MUN_27,NORTE,BID_101016b,2018,ASSETS
MUN_12,NORTE,BID_111178,2018,ASSETS
MUN_10,NORTE,BID_87,2015,ASSETS
MUN_54,METROPOLITANA,BID_100036b,2018,ASSETS
MUN_169,NOROESTE,BID_26014,2017,ASSETS
MUN_97,JAGUARIBE,BID_123577,2017,ASSETS
MUN_15,NORTE,BID_24643,2017,ASSETS
MUN_97,JAGUARIBE,BID_34152,2017,ASSETS
MUN_57,METROPOLITANA,BID_104795,2019,ASSETS
MUN_18,SERTAO,BID_100643b,2017,ASSETS
MUN_43,METROPOLITANA,BID_103497,2019,ASSETS
MUN_80,JAGUARIBE,BID_9509,2015,ASSETS
MUN_157,NORTE,BID_116089,2016,ASSETS
MUN_54,METROPOLITANA,BID_125729,2015,ASSETS
MUN_54,METROPOLITANA,BID_116143,2016,ASSETS
MUN_54,METROPOLITANA,BID_116144,2016,ASSETS
MUN_101,NOROESTE,BID_20936,2017,ASSETS
MUN_157,NORTE,BID_13783,2016,ASSETS
MUN_70,NOROESTE,BID_101655b,2016,ASSETS
MUN_80,JAGUARIBE,BID_9542,2015,ASSETS
MUN_92,SUL,BID_106636,2018,ASSETS
MUN_44,CENTRO SUL,BID_51868,2019,ASSETS
MUN_86,NOROESTE,BID_56787,2017,ASSETS
MUN_43,METROPOLITANA,BID_6771,2015,ASSETS
MUN_157,NORTE,BID_116087,2016,ASSETS
MUN_3,NORTE,BID_5958,2015,ASSETS
MUN_61,NOROESTE,BID_43211,2018,ASSETS
MUN_10,NORTE,BID_10989,2016,ASSETS
MUN_97,JAGUARIBE,BID_96026,2017,ASSETS
MUN_28,NORTE,BID_5823,2015,ASSETS
MUN_158,JAGUARIBE,BID_3477,2015,ASSETS
MUN_54,METROPOLITANA,BID_96364,2016,ASSETS
MUN_45,NOROESTE,BID_17078,2016,ASSETS
MUN_54,METROPOLITANA,BID_109261,2018,ASSETS
MUN_7,NOROESTE,BID_122488,2017,ASSETS
MUN_54,METROPOLITANA,BID_127714,2015,ASSETS
MUN_86,NOROESTE,BID_33145,2017,ASSETS
MUN_54,METROPOLITANA,BID_116147,2017,ASSETS
MUN_54,METROPOLITANA,BID_100123b,2018,ASSETS
MUN_157,NORTE,BID_108890,2016,ASSETS
MUN_54,METROPOLITANA,BID_109260,2018,ASSETS
MUN_100,METROPOLITANA,BID_94,2015,ASSETS
MUN_121,CENTRO SUL,BID_1292,2015,ASSETS
MUN_101,NOROESTE,BID_199,2015,ASSETS
MUN_4,NOROESTE,BID_101021b,2017,ASSETS
MUN_57,METROPOLITANA,BID_132722,2015,ASSETS
MUN_69,SERTAO,BID_18753,2016,ASSETS
MUN_100,METROPOLITANA,BID_11042,2016,ASSETS
MUN_57,METROPOLITANA,BID_125055,2015,ASSETS
MUN_7,NOROESTE,BID_18789,2016,ASSETS
MUN_7,NOROESTE,BID_43653,2018,ASSETS
MUN_57,METROPOLITANA,BID_121489,2016,ASSETS
MUN_86,NOROESTE,BID_98565,2017,ASSETS
MUN_49,SUL,BID_7181,2015,ASSETS
MUN_49,SUL,BID_132413,2015,ASSETS
MUN_48,SERTAO,BID_17234,2016,ASSETS
MUN_157,NORTE,BID_25206,2017,ASSETS
MUN_94,SUL,BID_10478,2015,ASSETS
MUN_94,SUL,BID_20360,2016,ASSETS
MUN_94,SUL,BID_133362,2015,ASSETS
MUN_94,SUL,BID_133363,2015,ASSETS
MUN_94,SUL,BID_133368,2015,ASSETS
MUN_94,SUL,BID_129085,2016,ASSETS
MUN_94,SUL,BID_129086,2016,ASSETS
MUN_57,METROPOLITANA,BID_102309b,2017,ASSETS
MUN_152,SUL,BID_48795,2019,ASSETS
MUN_43,METROPOLITANA,BID_29130,2017,ASSETS
MUN_63,NOROESTE,BID_8368,2015,ASSETS
MUN_28,NORTE,BID_15971,2016,ASSETS
MUN_80,JAGUARIBE,BID_32537,2017,ASSETS
MUN_157,NORTE,BID_100003b,2016,ASSETS
MUN_80,JAGUARIBE,BID_44415,2018,ASSETS
MUN_157,NORTE,BID_126007,2015,ASSETS
MUN_57,METROPOLITANA,BID_124759,2015,ASSETS
MUN_78,NOROESTE,BID_106148,2016,ASSETS
MUN_119,SERTAO,BID_47001,2019,ASSETS
MUN_57,METROPOLITANA,BID_101034b,2018,ASSETS
MUN_57,METROPOLITANA,BID_103371,2019,ASSETS
MUN_106,SUL,BID_125946,2015,ASSETS
MUN_57,METROPOLITANA,BID_114827,2017,ASSETS
MUN_107,SERTAO,BID_21299,2017,ASSETS
MUN_158,JAGUARIBE,BID_13935,2016,ASSETS
MUN_44,CENTRO SUL,BID_17009,2016,ASSETS
MUN_158,JAGUARIBE,BID_25216,2017,ASSETS
MUN_44,CENTRO SUL,BID_29342,2017,ASSETS
MUN_158,JAGUARIBE,BID_38285,2018,ASSETS
MUN_158,JAGUARIBE,BID_49114,2019,ASSETS
MUN_44,CENTRO SUL,BID_6818,2015,ASSETS
MUN_23,SUL,BID_132083,2015,ASSETS
MUN_28,NORTE,BID_51021,2019,ASSETS
MUN_7,NOROESTE,BID_53503,2019,ASSETS
MUN_181,NOROESTE,BID_5003,2015,ASSETS
MUN_63,NOROESTE,BID_8371,2015,ASSETS
MUN_76,SERTAO,BID_9331,2015,ASSETS
MUN_121,CENTRO SUL,BID_1253,2015,ASSETS
MUN_157,NORTE,BID_116069,2018,ASSETS
MUN_70,NOROESTE,BID_103785b,2019,ASSETS
MUN_97,JAGUARIBE,BID_10677,2015,ASSETS
MUN_94,SUL,BID_140035,2019,ASSETS
MUN_109,SUL,BID_100790,2018,ASSETS
MUN_157,NORTE,BID_116091,2016,ASSETS
MUN_40,NOROESTE,BID_16700,2016,ASSETS
MUN_54,METROPOLITANA,BID_121368,2019,ASSETS
MUN_128,NORTE,BID_12228,2016,ASSETS
MUN_113,JAGUARIBE,BID_101776,2017,ASSETS
MUN_28,NORTE,BID_40529,2018,ASSETS
MUN_158,JAGUARIBE,BID_3482,2015,ASSETS
MUN_40,NOROESTE,BID_120990,2019,ASSETS
MUN_77,CENTRO SUL,BID_97079,2017,ASSETS
MUN_157,NORTE,BID_13782,2016,ASSETS
MUN_28,NORTE,BID_5848,2015,ASSETS
MUN_111,SERTAO,BID_857,2015,ASSETS
MUN_3,NORTE,BID_5927,2015,ASSETS
MUN_20,SUL,BID_5379,2015,ASSETS
MUN_21,CENTRO SUL,BID_5413,2015,ASSETS
MUN_28,NORTE,BID_5794,2015,ASSETS
MUN_59,NORTE,BID_8113,2015,ASSETS
MUN_147,JAGUARIBE,BID_2733,2015,ASSETS
MUN_17,NORTE,BID_124610,2015,ASSETS
MUN_36,NORTE,BID_124611,2015,ASSETS
MUN_102,NOROESTE,BID_21047,2017,ASSETS
MUN_80,JAGUARIBE,BID_54099,2019,ASSETS
MUN_57,METROPOLITANA,BID_100125b,2017,ASSETS
MUN_4,NOROESTE,BID_101754b,2017,ASSETS
MUN_44,CENTRO SUL,BID_41600,2018,ASSETS
MUN_80,JAGUARIBE,BID_9549,2015,ASSETS
MUN_50,NOROESTE,BID_7495,2015,ASSETS
MUN_86,NOROESTE,BID_9987,2015,ASSETS
MUN_86,NOROESTE,BID_9979,2015,ASSETS
MUN_95,CENTRO SUL,BID_10546,2015,ASSETS
MUN_86,NOROESTE,BID_133256,2015,ASSETS
MUN_86,NOROESTE,BID_9991,2015,ASSETS
MUN_7,NOROESTE,BID_131901,2015,ASSETS
MUN_37,NOROESTE,BID_102578b,2019,ASSETS
MUN_57,METROPOLITANA,BID_101490b,2018,ASSETS
MUN_132,SERTAO,BID_1875,2015,ASSETS
MUN_158,JAGUARIBE,BID_13940,2016,ASSETS
MUN_97,JAGUARIBE,BID_20534,2016,ASSETS
MUN_97,JAGUARIBE,BID_20538,2016,ASSETS
MUN_158,JAGUARIBE,BID_25218,2017,ASSETS
MUN_158,JAGUARIBE,BID_25220,2017,ASSETS
MUN_28,NORTE,BID_27921,2017,ASSETS
MUN_40,NOROESTE,BID_41307,2018,ASSETS
MUN_158,JAGUARIBE,BID_49119,2019,ASSETS
MUN_158,JAGUARIBE,BID_49122,2019,ASSETS
MUN_40,NOROESTE,BID_51643,2019,ASSETS
MUN_158,JAGUARIBE,BID_25219,2017,ASSETS
MUN_158,JAGUARIBE,BID_38296,2018,ASSETS
MUN_158,JAGUARIBE,BID_38298,2018,ASSETS
MUN_158,JAGUARIBE,BID_49123,2019,ASSETS
MUN_158,JAGUARIBE,BID_38287,2018,ASSETS
MUN_158,JAGUARIBE,BID_49116,2019,ASSETS
MUN_7,NOROESTE,BID_53522,2019,ASSETS
MUN_54,METROPOLITANA,BID_116251,2019,ASSETS
MUN_124,NORTE,BID_124639,2015,ASSETS
MUN_116,NORTE,BID_35391,2018,ASSETS
MUN_28,NORTE,BID_15996,2016,ASSETS
MUN_54,METROPOLITANA,BID_127694,2015,ASSETS
MUN_80,JAGUARIBE,BID_19536,2016,ASSETS
MUN_80,JAGUARIBE,BID_44422,2018,ASSETS
MUN_27,NORTE,BID_99384,2018,ASSETS
MUN_80,JAGUARIBE,BID_32543,2017,ASSETS
MUN_174,NORTE,BID_4628,2015,ASSETS
MUN_4,NOROESTE,BID_102628b,2019,ASSETS
MUN_57,METROPOLITANA,BID_130729,2015,ASSETS
MUN_90,JAGUARIBE,BID_20132,2016,ASSETS
MUN_90,JAGUARIBE,BID_45173,2018,ASSETS
MUN_27,NORTE,BID_101017b,2019,ASSETS
MUN_49,SUL,BID_100901b,2017,ASSETS
MUN_57,METROPOLITANA,BID_99901,2016,ASSETS
MUN_86,NOROESTE,BID_19964,2016,ASSETS
MUN_32,NOROESTE,BID_6195,2015,ASSETS
MUN_44,CENTRO SUL,BID_51873,2019,ASSETS
MUN_100,METROPOLITANA,BID_130,2015,ASSETS
MUN_108,NOROESTE,BID_11408,2016,ASSETS
MUN_29,NOROESTE,BID_127550,2015,ASSETS
MUN_44,CENTRO SUL,BID_41599,2018,ASSETS
MUN_79,NOROESTE,BID_111237,2016,ASSETS
MUN_166,CENTRO SUL,BID_4040,2015,ASSETS
MUN_86,NOROESTE,BID_9980,2015,ASSETS
MUN_157,NORTE,BID_13781,2016,ASSETS
MUN_44,CENTRO SUL,BID_6825,2015,ASSETS
MUN_124,NORTE,BID_130545,2015,ASSETS
MUN_84,NORTE,BID_54437,2019,ASSETS
MUN_86,NOROESTE,BID_123098,2016,ASSETS
MUN_86,NOROESTE,BID_19955,2016,ASSETS
MUN_95,CENTRO SUL,BID_20417,2016,ASSETS
MUN_95,CENTRO SUL,BID_33848,2017,ASSETS
MUN_95,CENTRO SUL,BID_45559b,2018,ASSETS
MUN_86,NOROESTE,BID_19932,2016,ASSETS
MUN_86,NOROESTE,BID_19956,2016,ASSETS
MUN_44,CENTRO SUL,BID_124543,2015,ASSETS
MUN_10,NORTE,BID_117178,2018,ASSETS
MUN_132,SERTAO,BID_118439,2017,ASSETS
MUN_15,NORTE,BID_13413,2016,ASSETS
MUN_158,JAGUARIBE,BID_13938,2016,ASSETS
MUN_158,JAGUARIBE,BID_25223,2017,ASSETS
MUN_15,NORTE,BID_37723,2018,ASSETS
MUN_158,JAGUARIBE,BID_38288,2018,ASSETS
MUN_28,NORTE,BID_40538,2018,ASSETS
MUN_158,JAGUARIBE,BID_13939,2016,ASSETS
MUN_158,JAGUARIBE,BID_3481,2015,ASSETS
MUN_158,JAGUARIBE,BID_3480,2015,ASSETS
MUN_30,SERTAO,BID_16192,2016,ASSETS
MUN_158,JAGUARIBE,BID_13936,2016,ASSETS
MUN_158,JAGUARIBE,BID_25217,2017,ASSETS
MUN_158,JAGUARIBE,BID_3478,2015,ASSETS
MUN_50,NOROESTE,BID_17511,2016,ASSETS
MUN_27,NORTE,BID_125926,2015,ASSETS
MUN_28,NORTE,BID_27924,2017,ASSETS
MUN_170,NORTE,BID_129723,2015,ASSETS
MUN_15,NORTE,BID_2949,2015,ASSETS
MUN_132,SERTAO,BID_133942,2015,ASSETS
MUN_63,NOROESTE,BID_18447,2016,ASSETS
MUN_47,NOROESTE,BID_17158,2016,ASSETS
MUN_84,NORTE,BID_102311b,2019,ASSETS
MUN_43,METROPOLITANA,BID_51786,2019,ASSETS
MUN_44,CENTRO SUL,BID_17019,2016,ASSETS
MUN_44,CENTRO SUL,BID_29340,2017,ASSETS
MUN_157,NORTE,BID_125694,2015,ASSETS
MUN_86,NOROESTE,BID_19942,2016,ASSETS
MUN_57,METROPOLITANA,BID_128886,2015,ASSETS
MUN_30,SERTAO,BID_114460,2016,ASSETS
MUN_44,CENTRO SUL,BID_51872,2019,ASSETS
MUN_54,METROPOLITANA,BID_105775,2019,ASSETS
MUN_118,SERTAO,BID_22001,2017,ASSETS
MUN_44,CENTRO SUL,BID_6823,2015,ASSETS
MUN_51,NOROESTE,BID_121229,2017,ASSETS
MUN_27,NORTE,BID_101011b,2018,ASSETS
MUN_4,NOROESTE,BID_120955,2018,ASSETS
MUN_157,NORTE,BID_116058,2017,ASSETS
MUN_40,NOROESTE,BID_120984,2016,ASSETS
